path	bytes	subsystem	artifact_kind	responsibility	key_symbols_or_surface	expected_depth	actual_depth	status	inspector	evidence_refs	issue_ids	limitations_or_exclusion_reason
backend\notification-service\src\main\java\com\skbingegalaxy\notification\provider\WhatsAppProvider.java	708	backend/notification-service	source-or-artifact	repository asset	WhatsAppProvider	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\notification-service\src\main\java\com\skbingegalaxy\notification\repository\BookingReminderRepository.java	677	backend/notification-service	backend-repository	persistence query/locking contract	BookingReminderRepository	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\notification-service\src\main\java\com\skbingegalaxy\notification\repository\NotificationPreferenceRepository.java	483	backend/notification-service	backend-repository	persistence query/locking contract	NotificationPreferenceRepository	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\notification-service\src\main\java\com\skbingegalaxy\notification\repository\NotificationRepository.java	2392	backend/notification-service	backend-repository	persistence query/locking contract	NotificationRepository	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\notification-service\src\main\java\com\skbingegalaxy\notification\repository\NotificationTemplateRepository.java	1188	backend/notification-service	backend-repository	persistence query/locking contract	NotificationTemplateRepository	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\notification-service\src\main\java\com\skbingegalaxy\notification\repository\PushSubscriptionRepository.java	571	backend/notification-service	backend-repository	persistence query/locking contract	PushSubscriptionRepository	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\notification-service\src\main\java\com\skbingegalaxy\notification\repository\WhatsAppTemplateRepository.java	468	backend/notification-service	backend-repository	persistence query/locking contract	WhatsAppTemplateRepository	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\notification-service\src\main\java\com\skbingegalaxy\notification\scheduler\BookingReminderScheduler.java	10304	backend/notification-service	backend-integration	external/event/configuration integration	BookingReminderScheduler	B	B	partial	Codex/current catalog sweep	final-file-coverage census		Structural/contract inspection; not whole-file logic proof
backend\notification-service\src\main\java\com\skbingegalaxy\notification\scheduler\DigestScheduler.java	3776	backend/notification-service	backend-integration	external/event/configuration integration	DigestScheduler	B	B	partial	Codex/current catalog sweep	final-file-coverage census		Structural/contract inspection; not whole-file logic proof
backend\notification-service\src\main\java\com\skbingegalaxy\notification\scheduler\NotificationRetryScheduler.java	984	backend/notification-service	backend-integration	external/event/configuration integration	NotificationRetryScheduler	B	B	partial	Codex/current catalog sweep	final-file-coverage census		Structural/contract inspection; not whole-file logic proof
backend\notification-service\src\main\java\com\skbingegalaxy\notification\service\ChannelRouter.java	5101	backend/notification-service	backend-service	domain/application transaction logic	ChannelRouter	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\notification-service\src\main\java\com\skbingegalaxy\notification\service\EmailRateLimiter.java	3609	backend/notification-service	backend-service	domain/application transaction logic	EmailRateLimiter	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\notification-service\src\main\java\com\skbingegalaxy\notification\service\NotificationMetrics.java	2312	backend/notification-service	backend-service	domain/application transaction logic	NotificationMetrics	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\notification-service\src\main\java\com\skbingegalaxy\notification\service\NotificationPreferenceService.java	7197	backend/notification-service	backend-service	domain/application transaction logic	NotificationPreferenceService	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\notification-service\src\main\java\com\skbingegalaxy\notification\service\NotificationService.java	27289	backend/notification-service	backend-service	domain/application transaction logic	NotificationService	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\notification-service\src\main\java\com\skbingegalaxy\notification\service\TemplateService.java	5185	backend/notification-service	backend-service	domain/application transaction logic	TemplateService	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\notification-service\src\main\java\com\skbingegalaxy\notification\service\WebPushService.java	9468	backend/notification-service	backend-service	domain/application transaction logic	WebPushService	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\notification-service\src\main\resources\application.yml	3350	backend/notification-service	configuration	build/runtime/deployment configuration	application	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\notification-service\src\main\resources\application-kubernetes.yml	406	backend/notification-service	configuration	build/runtime/deployment configuration	application-kubernetes	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\notification-service\src\main\resources\logback-spring.xml	2347	backend/notification-service	source-or-artifact	repository asset	logback-spring	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\notification-service\src\main\resources\templates\booking-cancelled.html	1883	backend/notification-service	source-or-artifact	repository asset	booking-cancelled	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\notification-service\src\main\resources\templates\booking-created.html	2561	backend/notification-service	source-or-artifact	repository asset	booking-created	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\notification-service\src\main\resources\templates\booking-reminder.html	2539	backend/notification-service	source-or-artifact	repository asset	booking-reminder	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\notification-service\src\main\resources\templates\email-change-verification.html	2135	backend/notification-service	source-or-artifact	repository asset	email-change-verification	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\notification-service\src\main\resources\templates\password-reset.html	1664	backend/notification-service	source-or-artifact	repository asset	password-reset	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\notification-service\src\main\resources\templates\payment-failed.html	1944	backend/notification-service	source-or-artifact	repository asset	payment-failed	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\notification-service\src\main\resources\templates\payment-success.html	2117	backend/notification-service	source-or-artifact	repository asset	payment-success	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\notification-service\src\main\resources\templates\welcome.html	1578	backend/notification-service	source-or-artifact	repository asset	welcome	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\notification-service\src\test\java\com\skbingegalaxy\notification\controller\DeliveryWebhookControllerTest.java	11431	backend/notification-service	backend-test	backend regression evidence	DeliveryWebhookControllerTest	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
